Flight_ID,From,To,Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction,Class
1,Islamabad,Dubai,1715578174,2024-05-13T05:29:34Z,UAE613,"29.726164,67.396919",36000,460,246,civil
1,Islamabad,Dubai,1715578177,2024-05-13T05:29:37Z,UAE613,"29.724014,67.390984",36000,460,247,civil
1,Islamabad,Dubai,1715578180,2024-05-13T05:29:40Z,UAE613,"29.721405,67.383217",36000,459,249,civil
1,Islamabad,Dubai,1715578183,2024-05-13T05:29:43Z,UAE613,"29.719553,67.377319",36000,459,249,civil
1,Islamabad,Dubai,1715578186,2024-05-13T05:29:46Z,UAE613,"29.717226,67.369293",36000,457,251,civil
1,Islamabad,Dubai,1715578189,2024-05-13T05:29:49Z,UAE613,"29.71541,67.362778",36000,457,252,civil
1,Islamabad,Dubai,1715578192,2024-05-13T05:29:52Z,UAE613,"29.713549,67.356155",36000,457,252,civil
1,Islamabad,Dubai,1715578223,2024-05-13T05:30:23Z,UAE613,"29.693069,67.28466",36000,457,251,civil
1,Islamabad,Dubai,1715578254,2024-05-13T05:30:54Z,UAE613,"29.672861,67.213333",36000,457,252,civil
1,Islamabad,Dubai,1715578285,2024-05-13T05:31:25Z,UAE613,"29.652557,67.141518",36000,458,252,civil
1,Islamabad,Dubai,1715578318,2024-05-13T05:31:58Z,UAE613,"29.631134,67.065987",36000,460,251,civil
1,Islamabad,Dubai,1715578347,2024-05-13T05:32:27Z,UAE613,"29.611862,66.998169",36000,461,251,civil
1,Islamabad,Dubai,1715578382,2024-05-13T05:33:02Z,UAE613,"29.588417,66.915787",36000,463,251,civil
1,Islamabad,Dubai,1715578415,2024-05-13T05:33:35Z,UAE613,"29.566498,66.839127",36000,465,251,civil
1,Islamabad,Dubai,1715578447,2024-05-13T05:34:07Z,UAE613,"29.544708,66.76281",36000,467,251,civil
1,Islamabad,Dubai,1715578480,2024-05-13T05:34:40Z,UAE613,"29.522232,66.684738",36000,467,251,civil
1,Islamabad,Dubai,1715578511,2024-05-13T05:35:11Z,UAE613,"29.50127,66.611725",36000,467,251,civil
1,Islamabad,Dubai,1715578546,2024-05-13T05:35:46Z,UAE613,"29.477669,66.529808",36000,468,251,civil
1,Islamabad,Dubai,1715578579,2024-05-13T05:36:19Z,UAE613,"29.455719,66.453918",36000,468,251,civil
1,Islamabad,Dubai,1715578610,2024-05-13T05:36:50Z,UAE613,"29.433746,66.378235",36000,370,251,civil
1,Islamabad,Dubai,1715578653,2024-05-13T05:37:33Z,UAE613,"29.404442,66.277176",36000,469,251,civil
1,Islamabad,Dubai,1715579210,2024-05-13T05:46:50Z,UAE613,"29.116096,64.955154",36000,459,272,civil
